,dU/dy,u'u',v'v',w'w',u'v',u'w',v'w'
41,0.0879819316814181,7.422157359969877,0.8859924574123358,2.679816331771751,-0.904696208025188,0.0001088462687665,0.0001356955452843
42,0.0827574525576409,7.311029571153976,0.9112294730140452,2.693581395650491,-0.9096687822491696,0.0001639644720637,0.0001363800331554
43,0.0780131070094679,7.204653708107691,0.935300111798721,2.70565656612873,-0.9141577599417414,0.0002175510460567,0.0001369730927763
44,0.0736996596487839,7.103153246878037,0.958210953648616,2.716160956863092,-0.9182123650198812,0.0002693414343901,0.0001375192037639
45,0.0697730455441861,7.006582540676103,0.9799749647343292,2.725204195414378,-0.9218766531004176,0.0003191270276761,0.000138052085044
46,0.0661938047426927,6.914938897619927,1.000610632114332,2.732887336513355,-0.9251900501843168,0.0003668891342632,0.0001385537713175
47,0.0629265656250791,6.828173123809365,1.020141149999522,2.739303719321479,-0.9281878699961408,0.0004128225282599,0.0001389517777321
48,0.0599396252744916,6.746198599583099,1.038593660827423,2.744539812427718,-0.93090177324943,0.0004571230955057,0.0001391568772658
49,0.0572046022527562,6.668898759507508,1.055998561274078,2.74867614720234,-0.9333601080822472,0.0004999216355076,0.0001390943480058
50,0.0546960884309423,6.596133524982918,1.07238886968011,2.751788132422437,-0.935588222080018,0.0005413674736202,0.0001387518547206
51,0.0523913046916763,6.527745070372228,1.087799666660961,2.753946551909316,-0.9376088082338664,0.0005816159826772,0.0001382044269252
52,0.050269808193116,6.463562724025438,1.102267614753625,2.755217705204651,-0.9394422505084792,0.0006207289671576,0.0001375629038731
53,0.0483132715849421,6.403406868818963,1.115830543803522,2.755663413015858,-0.9411068568803348,0.0006587043693142,0.000136902070124
54,0.0465052739989513,6.347092509078053,1.128527067979344,2.75534141322906,-0.9426190325596844,0.0006955668169674,0.0001362487528476
55,0.0448311022428685,6.294432273735563,1.140396222987287,2.754306177283747,-0.9439934693935316,0.0007313286493805,0.0001356303614789
56,0.0432775828044382,6.245238443746957,1.15147712871156,2.752609468688355,-0.9452433163844084,0.0007658406806066,0.000135090787309
57,0.0418329177127582,6.199324678944945,1.161808681132298,2.750300320210923,-0.9463803552745712,0.0007987090527496,0.0001346452415758
58,0.0404865514555582,6.15650739507708,1.171429298612065,2.747425086633592,-0.9474151429601206,0.0008294563018791,0.0001342672981629
59,0.0392290619382064,6.116606749061007,1.180376728444896,2.7440277445501,-0.9483571213877,0.0008577639883743,0.0001339142635381
60,0.038052030006546,6.079447605893306,1.188687896368652,2.740150062690943,-0.9492147367366348,0.0008836703355622,0.000133535581799
61,0.0369479288888732,6.044860296760743,1.196398789384721,2.735831768623516,-0.9499955591112644,0.0009075684353047,0.0001330838706287
62,0.0359100546469329,6.012681045027226,1.203544358195469,2.731110533242304,-0.9507063257399448,0.0009298637450723,0.0001325579057517
63,0.0349324246391753,5.982752471004215,1.210158424568129,2.726021732282432,-0.95135300165634,0.0009507132847152,0.0001320202323741
64,0.034009659201472,5.954924393876559,1.216273592544416,2.720598443205409,-0.9519409131603432,0.0009701800889205,0.0001315368052958
65,0.0331368990274528,5.929054111962233,1.221921172811232,2.714871894051424,-0.9524749010302273,0.0009885471372772,0.0001310996829929
66,0.0323097769289199,5.90500587525966,1.227131145548594,2.708871744784827,-0.9529593855608643,0.0010063431193716,0.0001306215347844
67,0.031524400659379,5.882650932236067,1.231932115297471,2.702626106823584,-0.9533983475112852,0.0010240474721039,0.0001300091873715
68,0.0307773120531304,5.861867748999262,1.236351243604036,2.696161651233711,-0.9537952864485992,0.0010418150547269,0.0001292391012927
69,0.0300654383608936,5.842541870935767,1.240414241503899,2.689503575987108,-0.9541532188780132,0.0010596329309949,0.000128356867145
70,0.0293860161967769,5.824565650873638,1.244145429531764,2.682675549845052,-0.9544748373967762,0.00107759146907,0.0001273961292258
71,0.0287365467314738,5.80783774622182,1.24756779320143,2.675699836974622,-0.954762615199742,0.0010957999042403,0.0001263638346192
72,0.0281147829387129,5.792262991859256,1.250703017623819,2.668597094846447,-0.9550187584759932,0.0011142703489129,0.0001252454540621
73,0.0275186874685189,5.777752292428397,1.253571526867137,2.661386355265374,-0.9552452279927576,0.0011328506757217,0.0001240399780901
74,0.0269464050304238,5.764222440249362,1.256192500955766,2.654085271878541,-0.95544383488158,0.0011514087041919,0.0001227869607133
75,0.026396261447343,5.751595725371169,1.258583889948004,2.646710313734523,-0.9556162872538428,0.00116992056461,0.0001215423372093
76,0.0258667500548608,5.739799368979264,1.260762471020104,2.639276671470109,-0.9557641731147422,0.0011883079431343,0.000120344201238
77,0.0253565162685893,5.728765111656383,1.262743931515864,2.63179795377167,-0.9558889045594816,0.0012063420992279,0.0001191869553714
78,0.0248643462401174,5.718429031947726,1.26454293966746,2.624286393983132,-0.9559916734760892,0.0012236540859336,0.0001180786809555
79,0.0243891317202638,5.70873172871259,1.266173179506424,2.616753001226294,-0.9560735319993438,0.0012399797202478,0.0001170226829626
80,0.0239298595798233,5.699618249173281,1.26764738203347,2.60920760814908,-0.9561355367819508,0.001255310405823,0.0001159587023825
81,0.023485622657447,5.691037238782184,1.268977382320832,2.601659084973919,-0.9561787092195854,0.0012696876842813,0.0001148014120628
82,0.0230556023206699,5.682940529392269,1.270174166169342,2.594115831011314,-0.9562039438021576,0.0012832182326463,0.0001135092319499
83,0.0226390355128854,5.675283654239279,1.27124788740402,2.586585900344427,-0.9562119923785242,0.0012961350824712,0.0001120915031732
84,0.0222351829792713,5.668026078846344,1.272207912502392,2.579076621128927,-0.9562035567708193,0.0013086842449369,0.0001106189445014
85,0.0218433456461346,5.661130686067525,1.273062920172363,2.571594259858711,-0.9561793523942564,0.0013210272543347,0.0001092097940678
86,0.0214628776310204,5.654563240624332,1.273820990223504,2.564144144146325,-0.9561400650116788,0.0013331502874354,0.0001079263630218
87,0.0210931989983852,5.648291751245786,1.274489665787725,2.556730998810844,-0.9560862540635214,0.0013450219945368,0.0001068037208675
88,0.0207338227905028,5.642285991903178,1.275075974858749,2.549359212001244,-0.9560182658983432,0.0013569756603503,0.0001058136118319
89,0.0203842999824618,5.636517616841604,1.275586436022519,2.542032871524436,-0.95593638461917,0.0013695076692869,0.0001048217577255
90,0.0200441832390846,5.630960593920039,1.276027085770686,2.534755381693252,-0.9558410240735,0.0013830216875447,0.0001037395791287
91,0.0197130730277782,5.625591419718803,1.276403475812032,2.527529338094709,-0.9557326549518356,0.0013980294996784,0.000102517669972
92,0.0193905970209199,5.62038859387499,1.276720678002784,2.520356741968267,-0.9556117269273818,0.0014150172660082,0.0001010566009703
93,0.019076367673197,5.615331802085816,1.276983362673943,2.513239316754138,-0.955478684884674,0.0014340742028266,9.933523547647692e-05
94,0.0187700255523853,5.61040158603558,1.277195872498835,2.506178514914049,-0.9553338796777008,0.0014549413087609,9.752366981308729e-05
95,0.018471245853006,5.605579961848656,1.277362225032619,2.499175934691423,-0.955177578551372,0.0014771915424128,9.581216931858726e-05
96,0.0181797102551019,5.600850700634955,1.277486101070378,2.492233730228134,-0.9550100658600926,0.0015003703202993,9.428837244359016e-05
97,0.0178951201298282,5.596199062410561,1.277570830386375,2.485354042680767,-0.9548316429721164,0.0015240132339555,9.293550358137772e-05
98,0.0176171904789367,5.591611413818288,1.277619406633943,2.478538025853791,-0.9546426660953544,0.0015476612480607,9.17206078440825e-05
99,0.0173456645802469,5.58707446345105,1.277634550853377,2.471785748786497,-0.9544434735806504,0.0015711964387137,9.058905774303664e-05
100,0.017080339193572,5.582575267721958,1.277618820910272,2.465096659553356,-0.9542342991404468,0.0015946167348591,8.948815692908433e-05
101,0.0168210347386099,5.578101625075456,1.277574683194592,2.458469854704043,-0.9540153702005484,0.0016177205149317,8.839305115340991e-05
102,0.0165675794857033,5.573642406047006,1.277504527340868,2.451903988204542,-0.9537868731889344,0.0016402471046874,8.726150533257871e-05
103,0.0163197916727455,5.569187764213063,1.277410606567753,2.445397505930341,-0.9535489128388008,0.0016618995722269,8.604520678485343e-05
104,0.0160774569007751,5.564729240108093,1.277294940453344,2.438949107742553,-0.9533016070385524,0.001682255915155,8.481619359125137e-05
105,0.0158403914141031,5.560259709850134,1.277159310156254,2.432557637375092,-0.9530450997871146,0.0017010517749949,8.369162726887295e-05
106,0.0156084535467788,5.555773278274418,1.277005293971054,2.426222260702941,-0.9527795328117138,0.001718477305359,8.271439357881608e-05
107,0.0153814890969827,5.551264635881236,1.276834270524775,2.419942821226216,-0.9525051202925472,0.0017349698917486,8.187080306247062e-05
108,0.015159345305594,5.546728021589106,1.276647437095721,2.413719374125954,-0.9522220865920278,0.0017509603935947,8.108820804041537e-05
109,0.0149418714998213,5.54215712693738,1.276445856936707,2.407551711407745,-0.9519305876412808,0.0017666860776416,8.029696340094229e-05
110,0.0147289206147793,5.537546154428219,1.276230532614153,2.401439034998623,-0.9516307507164244,0.0017821247149528,7.947971483685705e-05
111,0.0145203535590915,5.532890682617211,1.276002420005469,2.395380102209358,-0.9513227061253402,0.0017973027391871,7.86250449387952e-05
112,0.0143160388639035,5.528187282340795,1.27576237762698,2.389373655066161,-0.9510065919281832,0.0018123586735857,7.771378562640526e-05
113,0.014115863941425,5.523433063253254,1.275511171833774,2.383418621015423,-0.950682576642618,0.0018275173246118,7.669468915488032e-05
114,0.0139197109551317,5.5186252804172,1.275249491731031,2.377514056892162,-0.9503508394736898,0.0018430699956557,7.550471280854416e-05
115,0.0137274645834399,5.513761022287111,1.274977912504207,2.371658727414137,-0.9500114542127588,0.0018590953463062,7.415868583890492e-05
116,0.0135390425055766,5.508837626899796,1.274696873192071,2.365851315981048,-0.9496643451193024,0.0018754362656587,7.269527001377052e-05
117,0.0133543688521122,5.503852449622075,1.274406710150339,2.360090967060765,-0.9493094480515398,0.0018923210442441,7.115553258327439e-05
118,0.0131733191889482,5.498803027429012,1.274107731840979,2.354376961620056,-0.9489468929418032,0.0019104137159885,6.961689433292203e-05
119,0.0129957623018648,5.493686991454575,1.273800275718709,2.348708627224723,-0.9485769476412976,0.001929822414858,6.813140972545535e-05
120,0.012821607718507,5.488502029131719,1.273484712977638,2.343085406248226,-0.9481998209217012,0.0019501700274322,6.671364494013451e-05
121,0.0126507732184129,5.483246769836241,1.273161430910533,2.337506861447976,-0.9478156172858652,0.0019714152376436,6.53117832663788e-05
122,0.0124831992563982,5.477920628509103,1.272830843746618,2.331972058270952,-0.9474243776190112,0.001993777216834,6.388116771862232e-05
123,0.0123188257071643,5.472523679195262,1.272493347760394,2.326479283020114,-0.9470261251127648,0.0020171119839289,6.249144045016107e-05
124,0.0121575576783045,5.467056738037834,1.272149275175832,2.321026801486575,-0.946620900517283,0.0020408837696798,6.121249374350127e-05
125,0.0119993003588645,5.461520889882165,1.271798940693627,2.315613055530883,-0.9462087941227392,0.0020650256630492,5.999047462934414e-05
126,0.0118439848963935,5.455916621076061,1.271442691040215,2.310236833025641,-0.9457899184024396,0.0020895567176239,5.880062505385442e-05
127,0.0116915460823758,5.450243123176533,1.271080872039214,2.304897263308232,-0.9453644278256068,0.0021143491231029,5.766831865750034e-05
128,0.0115419187703186,5.444499052090263,1.270713743630183,2.299593463833956,-0.9449324785945544,0.0021393136463819,5.656647674499936e-05
129,0.0113950435447185,5.438683430929656,1.270341406215697,2.294324237541564,-0.9444940919375124,0.0021640468419197,5.546567298402337e-05
130,0.0112508487849485,5.432795947747366,1.269963823911844,2.289088371498373,-0.9440491954610076,0.0021879454954876,5.437790277372334e-05
131,0.0111092701840473,5.426836823598435,1.269580927150165,2.283884664672748,-0.9435977374508724,0.0022106490273596,5.335233777598764e-05
132,0.0109702547645123,5.420806857419187,1.269192637231561,2.27871191580517,-0.9431398444683982,0.0022321730495416,5.248592187935643e-05
133,0.010833760836198,5.414706650449606,1.268798946473494,2.27356875105247,-0.9426757321828776,0.0022524787790441,5.17728417001518e-05
134,0.0106997585192365,5.40853588135318,1.268400028421073,2.268453576210198,-0.942205554067472,0.0022712841939003,5.11219690708868e-05
135,0.0105682128485604,5.40229338363538,1.267996152443757,2.263365046921804,-0.9417293211008342,0.00228817883861,5.041748343073671e-05
136,0.010439061709053,5.395977597218169,1.267587558889371,2.258302182232322,-0.9412469481936836,0.0023024271210309,4.959509651599909e-05
137,0.0103122319277543,5.389587525745775,1.267174445365091,2.253264096639134,-0.9407584236877908,0.0023132117120253,4.870108172627007e-05
138,0.0101876614125052,5.383122877317287,1.266756979735621,2.248250241404588,-0.9402637772415644,0.0023199459523811,4.77844908873713e-05
139,0.010065263913143,5.376583709792262,1.26633531699609,2.243260413095566,-0.9397630308534204,0.0023223106718165,4.682959797695284e-05
140,0.0099449651876089,5.369970692120875,1.265909576868336,2.238294573281539,-0.9392562878289444,0.002320223658726,4.574273269729948e-05
141,0.0098267437164436,5.363285522152196,1.265479796288081,2.233352809601461,-0.9387437459822394,0.0023137935242807,4.443096287642692e-05
142,0.0097105735968515,5.356530123904603,1.265045961606446,2.22843543566262,-0.9382255483010824,0.0023034915669234,4.289473667813001e-05
143,0.0095963856659783,5.349705995609388,1.26460806993681,2.223543203126931,-0.9377017059264512,0.0022898007166208,4.119743966468064e-05
144,0.0094841017432577,5.342814399171342,1.264166161145059,2.218676782132852,-0.9371721926850484,0.0022731559259529,3.939840227236926e-05
145,0.009373676269035,5.335856948920523,1.263720297708735,2.213836640988653,-0.936637050348428,0.0022540854395931,3.755731967282184e-05
146,0.0092650741717803,5.328835787048626,1.263270523211054,2.209022804103432,-0.9360963449158848,0.0022330795145952,3.56265733396503e-05
147,0.0091582375859636,5.321752215468972,1.262816877141302,2.204234744953113,-0.935550100309371,0.0022104151780015,3.350655037747554e-05
148,0.0090531036997453,5.314605831729629,1.262359368315426,2.199472235907582,-0.9349983712381048,0.0021861144196446,3.116305813875442e-05
149,0.0089496409454606,5.307395989041832,1.261897923588848,2.194735253884839,-0.9344412501122952,0.0021600451660343,2.859458312605224e-05
150,0.0088478313768076,5.300122929267832,1.261432454043353,2.190023383088184,-0.9338787804891268,0.0021322476708221,2.584911860317995e-05
151,0.0087476725380077,5.292787419427345,1.260962918092808,2.185335946661101,-0.9333109388267008,0.002103112689476,2.304198237669696e-05
152,0.0086491742882062,5.285390776416185,1.260489302897036,2.180671943474595,-0.9327376146076568,0.0020732021132263,2.027679907225718e-05
153,0.0085523387123319,5.277934648364933,1.260011598357924,2.176030021963386,-0.9321587429168692,0.0020427909660078,1.762292331336588e-05
154,0.0084571558176925,5.270420924770198,1.259529735778653,2.171409208163732,-0.9315743762433942,0.0020116770888882,1.514923310490207e-05
155,0.0083635516854529,5.262852146246383,1.259043554225481,2.166809866424955,-0.930984686247814,0.0019795259310223,1.287810656980032e-05
156,0.008271450185322,5.255230885124645,1.258552900469868,2.16223269367095,-0.9303898813117452,0.0019456397353716,1.074068206393941e-05
157,0.0081808582568337,5.247558522687744,1.258057754916091,2.157677246439298,-0.9297899138746208,0.0019089129687012,8.673053973964099e-06
158,0.0080917704632795,5.239835181515804,1.257558209520265,2.153142383126102,-0.9291845111285896,0.0018684891393023,6.639375442234482e-06
159,0.008004122176973,5.232061464643745,1.257054343382381,2.148627244860645,-0.9285736255834116,0.0018238640203891,4.629461947139702e-06
160,0.0079178558647228,5.22423888587022,1.256546177864014,2.144131081532265,-0.9279574120716032,0.0017749295187577,2.572421270844289e-06
161,0.0078329227502243,5.216369177651681,1.256033677213059,2.13965328959102,-0.927335990758286,0.0017219766389443,4.391541019441603e-07
162,0.00774929116554,5.208452861952486,1.25551680734366,2.135193705080115,-0.9267094576808989,0.0016657723090993,-1.731307680492154e-06
163,0.0076669437051572,5.200489452942342,1.25499560693994,2.130751182845758,-0.9260778755149028,0.0016075757839558,-3.866246013216255e-06
164,0.0075858354623928,5.192479573678047,1.254470076679267,2.126324387880009,-0.9254413882049176,0.0015489271313745,-5.951614499214003e-06
165,0.0075059292770775,5.184424462522737,1.253940087219634,2.121912717756883,-0.9248001161779628,0.0014912517987336,-8.049970054697741e-06
166,0.0074272345714886,5.17632484149841,1.253405470840273,2.117515750896093,-0.9241540348947976,0.0014360763938138,-1.02493123895988e-05
167,0.0073497642277392,5.168181362122855,1.252866102380911,2.113133290290799,-0.9235031455515972,0.0013848686850025,-1.266368593852234e-05
168,0.0072734908104821,5.159995236120391,1.252321900230712,2.108765456027398,-0.922847548509664,0.0013381813271721,-1.546947193342751e-05
169,0.0071983569556016,5.151768035415232,1.251772814614277,2.104412874037281,-0.9221872402190364,0.0012957888596298,-1.864751913779805e-05
170,0.0071243001614174,5.143500364321699,1.251218845950536,2.100076147385229,-0.9215221197061516,0.0012571308547237,-2.199150090375294e-05
171,0.007051269324118,5.135191953269971,1.250660009600503,2.095755849599135,-0.92085212686305,0.0012211048611308,-2.532123230219393e-05
172,0.0069792291165795,5.126843002772937,1.25009629881233,2.091453157664096,-0.9201772995290638,0.0011863033791699,-2.849839327874745e-05
173,0.0069081867885589,5.118454126120199,1.249527692610454,2.08716876931322,-0.9194976865915306,0.00115160950348,-3.148866293209681e-05
174,0.0068381680275191,5.11002558121216,1.248954226152038,2.082902347275258,-0.9188132351604742,0.0011162047538303,-3.436580168976388e-05
175,0.0067691641332148,5.101557409215862,1.248376025909043,2.078652768533965,-0.918124056101318,0.0010795467383544,-3.722510642690834e-05
176,0.0067011693105481,5.09304962063472,1.247793273972818,2.074419223988214,-0.9174303139978756,0.0010415367333139,-4.008391104675229e-05
177,0.0066341998621682,5.084502264059652,1.247206149967516,2.070201451387882,-0.9167319931378192,0.0010022162145306,-4.283175356482599e-05
178,0.0065682552196457,5.075915917374313,1.246614805195423,2.06599932709462,-0.9160289458360268,0.0009620616455206,-4.543658688499848e-05
179,0.0065033112049166,5.067291645562356,1.246019470601043,2.061812531452806,-0.9153211617141738,0.0009220824817664,-4.789206587579384e-05
180,0.0064393319383171,5.058630797578161,1.245420476748142,2.057640145991916,-0.914608763381359,0.0008830712284934,-5.02172328246033e-05
181,0.0063762968650483,5.049934703259386,1.244818181293917,2.053481655780841,-0.9138917728101896,0.0008447866479272,-5.254985605148479e-05
182,0.0063142231365928,5.041204463357139,1.244212953513603,2.049337082627273,-0.9131700269484972,0.0008067254090726,-5.493935113505946e-05
183,0.0062531017116946,5.032441503859084,1.243605105887452,2.045206299873593,-0.9124433400308108,0.0007687649886498,-5.737413232384803e-05
184,0.0061928616167686,5.023647642673617,1.242994822432332,2.041089302456662,-0.911711830691506,0.0007306937999558,-5.9901232683624e-05
185,0.0061334553164257,5.014824424344015,1.242382085306964,2.036987416769379,-0.9109759183897044,0.0006926384398685,-6.258129716844575e-05
186,0.0060748916022193,5.005973261108174,1.241766694803546,2.032902750258917,-0.9102358435363777,0.0006553731780356,-6.548368756407773e-05
187,0.0060171443170547,4.997095209629726,1.241148433077683,2.028836224392768,-0.9094914856859844,0.0006192215612064,-6.855248703543306e-05
188,0.005960170048644,4.988190940982916,1.240527151821369,2.024787410858254,-0.9087426455660508,0.0005838764660327,-7.172030357351737e-05
189,0.0059039917678981,4.97926107487299,1.239902702898853,2.020755985779309,-0.9079892301252852,0.0005491306016062,-7.507576257970996e-05
190,0.0058486056398836,4.97030686447257,1.239274804144399,2.016742287141969,-0.9072312708194004,0.0005149021145447,-7.869664913236e-05
191,0.005793970872153,4.961329807746621,1.238642996684587,2.012747510087227,-0.9064689888188788,0.0004813445535011,-8.255161556965294e-05
192,0.00574011093679,4.952330598684386,1.238006748691234,2.008772308983178,-0.905702492410475,0.0004487040956858,-8.649219386766004e-05
193,0.0056870694391496,4.943309638978481,1.237365634429267,2.004815835267389,-0.9049317261443892,0.0004170640130354,-9.046815881367874e-05
194,0.0056348689412354,4.934267480394849,1.236719449106499,2.000877006404234,-0.9041565845259908,0.0003861631374697,-9.441348516051996e-05
195,0.0055835018227254,4.925204656304882,1.23606808339063,1.996955415170347,-0.9033769787257712,0.0003560998778238,-9.824532255824723e-05
196,0.0055329021034483,4.91612174105848,1.235411351909827,1.993050823542152,-0.9025928929950306,0.0003273897496666,-0.0001020539876049
197,0.0054829855615238,4.907019333282379,1.234749002053211,1.989162734358965,-0.9018043384759656,0.0003002035464493,-0.0001058799211107
198,0.0054337021545449,4.8978978571535,1.23408085371368,1.985290198004123,-0.9010114655948404,0.0002744365526692,-0.0001096750945322
199,0.0053850347696991,4.888757455071319,1.233406970740925,1.981431312161825,-0.9002144088755241,0.0002499464339142,-0.000113357800072
200,0.0053369861710624,4.87959853913369,1.232727546227807,1.977584609026003,-0.8994131799499419,0.0002270570641327,-0.0001170039685083
201,0.0052895706055083,4.870421739676626,1.232042684820292,1.973749350323541,-0.8986076877596494,0.0002062218550131,-0.0001207366577766
202,0.0052427685231067,4.861227576990856,1.231352380596098,1.969925332291096,-0.8977978483437711,0.0001867806563915,-0.0001245003622813
203,0.0051965685320649,4.852016477576617,1.230656546158787,1.966112441000873,-0.8969837211797945,0.0001673219101987,-0.000128202779545
204,0.0051509914672325,4.842788734875597,1.229955068780123,1.962309566780267,-0.8961653505957946,0.0001468522498005,-0.0001318632508538
205,0.0051060192706886,4.833544553949506,1.229247919223223,1.958515269948721,-0.8953427608379937,0.0001249132132285,-0.0001356555129474
206,0.0050616132610835,4.82428340042012,1.228535253864911,1.954727951197425,-0.8945158936059073,0.0001016534406724,-0.000139623660596
207,0.0050177576047757,4.8150049224734,1.227817413195957,1.950946362710735,-0.8936848069673962,7.800896180302481e-05,-0.0001436903129525
208,0.0049744561536195,4.805709197840121,1.227094799670661,1.947170368340764,-0.8928496236288908,5.527397022565274e-05,-0.0001477792714103
209,0.0049316902662744,4.79639730553578,1.226367603221527,1.943400658167636,-0.8920104706348198,3.490639651146929e-05,-0.0001518782354641
210,0.0048894650308819,4.787070719660583,1.225635754518773,1.939637673691202,-0.8911673639927785,1.801524850584564e-05,-0.0001560640800244
211,0.0048478242532479,4.777729271008456,1.224899091432308,1.935881433419735,-0.8903201154154928,4.851229124288326e-06,-0.0001603079598494
212,0.0048067876597717,4.768371761504306,1.224157476000158,1.93213269546278,-0.8894685521527017,-5.454989008262779e-06,-0.0001645420043731
213,0.0047663470584047,4.758996611574507,1.223410855878865,1.928392872015998,-0.8886126452944288,-1.394964926067604e-05,-0.000168779542999
214,0.0047264591299833,4.749603212912527,1.222659392671375,1.924662897145086,-0.8877524170408175,-2.11506576112208e-05,-0.0001730495090341
